World Hope International Inc|351985485|Approved|1330 Braddock Place|Alexandria|VA|22314-1169|Harriet Johnson|Database Administrator|(703) 923-9414|(703) 923-9418|www.worldhope.org/|Civic|Mission StatementWorld Hope International is a faith based relief and development organization alleviating suffering and injustice through education, enterprise and community health.To the hungry, we offer life. To the forgotten, we give opportunity.To the outcast, we foster dignity.To the desperate, we bring hope.
Indigenous Language Institute|850405613|Approved|1501 Cerrillos Road, U-Building|Santa Fe|NM|87505|Miss Laura Benavidez|Executive Assistant|(505) 820-0311|(505) 820-0316|www.ilinative.org|Civic|The Indigenous Language Institute (ILI) recognizes the imminent loss of indigenous peoples' languages and acknowledges the individuality of indigenous communities. ILI facilitates innovative, successful community-based initiatives for language revitalization through collaboration with other appropriate groups and organizations, and promotes public awareness of this crisis.Indigenous Language Institute: The Indigenous Language Institute (ILI) recognizes the imminent loss of indigenous peoples' languages and acknowledges the individuality of indigenous communities. ILI facilitates innovative, successful community-based initiatives for language revitalization through collaboration with other appropriate groups and organizations, and promotes public awareness of this crisis.Indigenous Language Institute: The Indigenous Language Institute (ILI) recognizes the imminent loss of indigenous peoples' languages and acknowledges the individuality of indigenous communities. ILI facilitates innovative, successful community-based initiatives for language revitalization through collaboration with other appropriate groups and organizations, and promotes public awareness of this crisis.
Jewish National Fund|131659627|Approved|78 Randall Ave|Rockville Centre|NY|11570|Miss Dorothy Murphy|Donor Relations Representative|(516) 678-6805|(516) 763-6033|www.jnf.org|Civic|To be the caretaker of the land of Israel, on behalf of its owners - Jewish People everywhere.Jewish National Fund: Our work includes:  developing land, planting trees, building infrastructure for housing, parks and recreation areas, and helping to settle immigrants from across the globe.
Hallwalls Contemporary Arts Center|161104232|Approved|341 Delaware Ave|Buffalo|NY|14202-1803|Ms. Polly Little|Development Director|(716) 835-7362|(716) 835-7364|www.hallwalls.org/about.html|Arts & Culture|A. To provide a center for contemporary art.B. To recognize and serve a vital community artistic presence which is global in its outlook, challenging in its ideas, pluralistic in its concerns, and diverse in its expression. Hallwalls' twofold mission is to serve artists by supporting the creation and presentation of new work in the visual, media, performing, and literary arts, and to serve the public by making these works available to audiences. We are dedicated in particular to work by artists which challenges and extends the traditional boundaries of the various art forms, and which is critically engaged with current issues in the arts and--through the arts--in society. Finally, we believe that the right of freedom of expression for artists, and for free access to their works by interested individuals, must be protected as a fundamental and necessary condition of our mission
Compassion and Choices|841328829|Approved|PO Box 101810|Denver|CO|80250-1810|Susan Cooper|Donor Services|(303) 639-1202|(303) 639-1224|www.hemlock.org|Human Services|To see that every hopelessly ill, mentally competent American should have access to the full range of end-of-life choices, including the option of hastening one's death to end unbearable suffering.
Denver Art Museum Inc|846038240|Approved|100 West 14th Ave Parkway|Denver|CO|80204|Matthew Moore|Mr.|(720) 865-5000|(720) 913-0003|www.denverartmuseum.org/|Arts & Culture|Committed to making the museum an imaginative and playful family destination for children ages six to twelve and their adult companions.
Alzheimers Disease And Related Disorders Association|751984152|Approved|2630 West Freeway, Suite 100|Fort Worth|TX|76102|Mrs. Judy Rogers|Database Manager|(817) 336-4949|(817) 336-4966|www.alz/northcentraltexas.org|Human Services|Dedicated to advancing Alzheimer's research and helping those affected by the disease.
Alliance Francaise De Denver|846042159|Approved|571 Galapago St|Denver|CO|80204-5032|Mrs. Emily Kyle|Marketing and Development Manager|(303) 831-0304|(303) 573-0378|http://www.afdenver.org/|Arts & Culture|To encourage the study of the French language and culture and to foster the friendship between Francophones and people of all racial, national and ethnic origins.
Leukemia & Lymphoma Society Inc|135644916|Approved|3230 Commerce Place Suite B|West Palm Beach|FL|33407|Mrs. Tammy Breaux|Bookkeeper|(561) 775-9954|(561) 775-0930|www.leukemia-lymphoma.org|Human Services|Dedicated to funding blood cancer research, education and patient services to cure leukemia, lymphoma, Hodgkin's disease and myeloma, and to improve the quality of life of patients and their families.
Leukemia & Lymphoma Society Inc|135644916|Approved|2700 Westown Pkwy., Suite 260|West Des Moines|IA|50266|Mrs. Holly Stevens|Bookkeeper|(515) 270-6169|(515) 270-5392|www.leukemia.org|Human Services|To cure Leukemia, Lymphoma, Hodgkin's Disease and Myeloma, and to improve the quality of life of patients and their families.
Ywam Mission Builders|911734261|Approved|PO Box 406|Lakeside|MT|59922|Mr. John Briggs|CEO|(406) 844-2683|(406) 844-2680|www.missionbuilders.net|Civic|To provide strategic planning, resource, and facility development and support services to mission facilities in the United States and worldwide.
Chinatown International District Business Imp Area A Nonprofit Corp|911661557|Approved|507 S. King St|Seattle|WA|98104|Maribeth Ellis|Executive Director|(206) 624-8929|(206) 467-6376|http://www.internationaldistrict.org/|Civic|To promote economic vitality of the district, encourage responsible business development and support continuous improvement of the quality of life in the district for its business owners, residents, and visitors.
Assemblies of God World Missions - Community Outreach Programs|440577787|Approved|1445 N. Boonville Avenue|Springfield|MO|65802-1894|Ms. Patty Dense|Administrative Coordinator|(417) 862-2781|(417) 862-3439|http://worldmissions.ag.org/index.cfm|Human Services|Eligible Designations: HealthCare Ministries;
Northwest Arkansas Children Shelter|581984893|Approved|14100 Vaughn Road|Bentonville|AR|72712|Ms. Frankie Rankin|Development Director|(479) 795-2417|(479) 795-4195|http://www.nwacs.com/|Human Services|To provide a safe and nurturing atmosphere of hope for children in crisis and to sponsor programs that encourage individual growth and development.
South Dakota Special Olympics, Inc.|460359776|Approved|800 E I 90 Lane|Sioux Falls|SD|57104|Twila Hansen|Office Manager|(605) 331-4117|(605) 331-4328|www.sosd.org|Civic|To provide year-round sports training and athletic competition in a variety of Olympic-type sports for children (8 years and older) and adults with intellectual disabilities, giving them continuing opportunities to develop physical fitness, demonstrate courage, experience joy and participate in a sharing of gifts, skills and friendship with their families, other Special Olympics athletes and the community.
Victory Junction Gang Camp|562215292|Approved|4500 Adams Way|Randleman|NC|27317|Ms. Nona Pryor|Donor Database Manager|336 495 2038|336 498 9090|http://www.victoryjunction.org/|Civic|To enrich the lives of children with chronic or life-threatening illnesses by creating camping experiences that are memorable, exciting, fun, empowering, physically safe, and medically sound.Victory Circle Gang Inc: To enrich the lives of children with chronic or life-threatening illnesses by creating camping experiences that are memorable, exciting, fun, empowering, physically safe, and medically sound.
Alzheimer's Disease Research|237337229|Approved|22512 Gateway Center Dr.|Clarksburg|MD|20871-1950|Mr. Brian Klinzing|Senior Director, Strategic Relationships|(800) 437-2423|(301) 258-9454|www.brightfocus.org|Human Services|Dedicated to funding research on Alzheimer's disease, glaucoma, macular degeneration, heart disease, and stroke; educating the public about these diseases; and providing emergency financial assistance to Alzheimer's disease patients and their caregivers.
Shriners Hospital-Chicago|362193608|Approved|2211 N. Oak Park Ave.|Chicago|IL|60707|Ms. Denise Brennan|Donation Coordinator|(773) 622-5400|(773) 385-5453|http://www.shrinershq.org|Human Services|To improve the lives of children by providing pediatric specialty care, innovative research and outstanding teaching programs.
KLRU|757126012|Approved|P.O. Box 7158|Austin|TX|78713|Jacob Williamson|Database Manager|(512) 475-9123|(512) 471-0927|http://www.klru.org|Arts & Culture|To bring our community ideas and information to enhance education, culture and citizenship in the new information age. To provide excellent programming that educates and entertains, informs and inspires, and which is free and accessible to everyone.
Ronald McDonald House Of Long Island Inc|112764747|Approved|267 07 76th Ave|New Hyde Park|NY|11040|Mr. Matthew Campo|Executive Director|(718) 343-5683|(718) 343-5798|www.rmhlongisland.org|Human Services|A home away from home, providing comfort and shelter to families experiencing the pain of having a very sick child in an area hospital.  Families live with us, prepare their meals, and are able to come and go as necessary.
American Cancer Society Inc|131788491|Approved|8300 Health Park|Raleigh|NC|27615|Ms. Nikki Stephens|Administrative Assistant|(919) 334-5222|(919) 841-1422|www.cancer.org|Human Services|Dedicated to eliminating cancer as a major health problem by preventing cancer, saving lives, and diminishing suffering from cancer, through research, education, advocacy, and service.
The Arab American Institute Foundation|521959306|Approved|1600 K Street, NW|Washington|DC|20006|Ms. Jane Kaddouri|Director of Operations|(202) 429-9210|(202) 429-9214|http://www.aaiusa.org/|Civic|To support public information and education programs on the role of the Arab American community in American society.
American Council of the Blind|580914436|Approved|2200 Wilson Boulevard|Arlington|VA|22201|Nancy Marks-Becker|Accounting Clerk|(202) 467-5081|(202) 467-5085|http://www.acb.org|Human Services|To improve the well being of all blind and visually impaired people by:  serving as a representative national organization of blind people; elevating the social, economic and cultural levels of blind people; improving educational and rehabilitation facilities and opportunities; cooperating with the public and private institutions and organizations concerned with services for people who are blind;  working with aging networks and other organizations to promote programs and services inasmuch as visual impairment is often age related;  encouraging and assisting all blind persons to develop their abilities to the fullest extent possible;  and promoting greater understanding of blindness and the capabilities of blind people.
Red River Zoological Society|363938878|Approved|4255 23rd Ave S|Fargo|ND|58104|Ms. Lisa Tate|Director|(701) 277-9240|(701) 277-9238|www.redriverzoo.org|Arts & Culture|To foster awareness and appreciation of wildlife.  To advance public education on the need for wildlife conservation and preservation.  To exchange information and services with individuals and organizations interested in wildlife topics and issues.
Make-A-Wish Foundation of Tampa|592719588|Approved|324 N. Dale Mabry Hwy|Tampa|FL|33606|Mrs. Jennifer Cowley|Administrative Assistant|(813) 288-2600|(813) 288-2605|http://www.wish.org/suncoast/|Human Services|To fulfill the unique wishes of children with life threatening illnesses and to provide support to their families.
Reasons To Believe|330168048|Approved|818 S. Oak Park Road|Covina|CA|91724|Monica Jones|Ministry Advancement Assistant|(626) 335-1480|(626) 963-6504|www.reasons.org|Civic|To show that science and faith are, and always will be, allies, not enemies. Our mission is to bring that life-changing truth to as many people as possible, both believers and unbelievers.
For the Least of These|911076499|Approved|31605 Lake Sawyer Road Southeast|Black Diamond|WA|98010|||(360) 886-1643|(360) 886-8239|http://www.lscc.org/|Civic|To help orphans, vulnerable children and hurting families in need of life's basics; food, water, shelter and education.
Front Steps Inc|742824054|Approved|P.O. Box 684519|Austin|TX|78768-4519|Ms. Kay Klotz|Development Director|(512) 305-4100|(512) 482-0071|http://www.caha-austin.org/|Civic|To help transform a growing homeless population into persons who have the opportunity to live in safe, decent and affordable housing.
Kennedy Krieger Research Institute Inc|521524967|Approved|707 N. Broadway|Baltimore|MD|21205|Miss Rachel Bradley|Online Giving and Development Technology Manager|(443) 923-7304|(443) 923-7320|http://www.kennedykrieger.org/|Human Services|Dedicated to helping children and adolescents with disorders of the brain achieve their potential and participate as full  as possible in family, school, and community life
Noble and Greenough School|42104784|Approved|10 Campus Drive|Dedham|MA|02026|Ms. Kathleen Johnson|Office Manager|(781) 326-3700|(617) 329-8118|http://www.nobles.edu/|Education Priv (K-12)|To stimulate both significant intellectual growth and a strong sense of self-esteem in each student.
National Multiple Sclerosis Society|741266225|Approved|9830 Colonnade Blvd|San Antonio|TX|78230|Ms. Reginald Thompson|Accounts Receivable Coordinator|(210) 694-3200|(210) 496-5414|http://www.nationalmssociety.org/chapters/txh|Human Services|The Society helps people affected by MS by funding cutting-edge research, driving change through advocacy, facilitating professional education, and providing programs and services that help people with MS and their families move their lives forward.
The Leadership Institute|510235174|Approved|1101 North Highland Street|Arlington|VA|22201|Mr. David Hempel|Controller|(800) 827-5323|(703) 247-2019|www.leadershipInstitute.org|Civic|To produce a new generation of public policy leadership, unwavering in its commitment to free enterprise, limited government and traditional values and equipped with the practical skills to implement sound philosophy.
Unitarian Universalist Service Committee|521273585|Approved|689 Massachusetts Avenue|Cambridge|MA|02139|||(617) 868-6600|(617) 868-7102|http://www.uusc.org/|Civic|Unitarian Universalist principles that affirm the worth, dignity and human rights of every person, and the interdependence of all life, the Unitarian Universalist Service Committee is a voluntary, nonsectarian organization working to advance justice throughout the world.
Momentum for Mental Heath|941496052|Approved|438 North White Road|San Jose|CA|95127|Ms. Alithia Mendaros|Development Assistant|(408) 254-6828|(408) 259-2273|www.momentumformentalhealth.org|Human Services|Delivers a broad array of effective services that make mental health possible, promote dignity and respect for people with mental illnesses, and contribute to a healthier community.
International Dark-Sky Association|742493011|Approved|3223 N. First Avenue|Tucson|AZ|85719|Ms. Susan Ciarniello|Membership Director|(520) 293-3198|(520) 293-3192|http://www.darksky.org/|Environment|To preserve and protect the nighttime environment and our heritage of dark skies through environmentally responsible outdoor lighting.
Hillel the Foundation for Jewish Campus Life - Campus Superstar|256065236|Approved|4607 Forbes Ave|Pittsburgh|PA|15213|Julia Katz|Director of Development|(412) 621-8875|(412) 621-8861|www.hilleljuc.org|Civic|Campus SuperStar: This program is a American Idol-like solo singing competition featuring Pittsburgh area college students where are accompanied by a full band, with all of the glitz that one would expect from a concert, Broadway show or American Idol.
Hawaiian Humane Society|990073490|Approved|2700 Waialae Avenue|Honolulu|HI|96826|Allie Kelley|Development Coordinator|(808) 946-2187|808-955-6034|http://www.hawaiianhumane.org/|Civic|To prevent cruelty to animals, promote the humane treatment of animals and perpetuate the bond between humans and animals.
CASA for Children of DC|30472883|Approved|515 M Street, SE|Washington|DC|20003|Mr. Keenen Stevenson|Mentoring & Administrative Assistant|(202) 887-0007|(202) 887-0010|http://www.casadc.org/|Civic|To recruit, train and direct community volunteers appointed by a judge as Court Appointed Special Advocates (CASA) to speak up for abused and neglected children in the court system; provide information and recommendations to the judge in the best interest
Stanford Fund for Undergraduate Education|941156365|Approved|Development Services|Palo Alto|CA|94305|Ms. Rachelle Adams|Matching Gifts Coordinator|(650) 725-4360|(650) 725-6095|givingtostanford.stanford.edu/tsf/|Education|To develop the knowledge, wisdom, and imagination of its students to enable them to take leadership positions in efforts to improve the quality of education around the globe.Hoover Institution on War Revolution and Peace: To constantly and dynamically point the road to peace, to personal freedom, and to the safeguards of the American system.The Hoover Institution on War, Revolution and Peace, Stanford University, is a world-renowned library and archives, and a unique center of scholarship and public policy research, committed to generating ideas that define a free society.Stanford University Board of Trustees of the Leland Stanford Ju: Consists of students and faculty associated with Stanford University who learn, practice, play and compete in the sport of polo. The Club mounts both a men's and women's intercollegiate polo team, each of which competes against any of eight other collegiate teams on the west coast and twenty-five other teams across the county.KZSU Radio: Is a non-commercial station broadcasting at 90.1 megahertz on the FM band. Operations are funded mainly by Stanford student fees, and listener donations.Stanford University: A world-renowned library and archives, and a unique center of scholarship and public policy research, committed to generating ideas that define a free society. The defining principles of individual, economic and political freedom, private enterprise, andStanford University Board of Trustees of the Leland Stanford: To allow free and open inquiry in the pursuit of teaching and research,Stanford Fund: To strengthen Stanford's ability to serve students through scholarships, teaching innovations, and extracurricular activities.Stanford Alumni Association: The Stanford Alumni Association is dedicated to reaching, serving and engaging all Stanford Alumni, nurturing strong intellectual and emotional connections between the University and members of the Stanford family and providing the University with valuable goodwill and support.Center for Advanced Study In the Behavioral Sciences Inc: To advance knowledge in the behavioral and social sciences by supporting basic research on the language of human behavior.Hoover Institute: A world-renowned library and archives, and a unique center of scholarship and public policy research, committed to generating ideas that define a free society. The defining principles of individual, economic and political freedom, private enterprise, and representative governmentBing Nursery School: Bing Nursery School is part of the Department of Psychology  at Stanford . The school was established to provide a sound educational environment for young children, to provide a laboratory setting for research in child development, and to teach undergraduStanford Graduate School Of Business: To create ideas that deepen and enhance our understanding of management and to develop innovative, principled, and insightful leaders who change the world.Stanford University - The Haas Public Service Center: To connect academic study with public service to strengthen communities and develop effective public leaders.Stanford School of Engineering: To develop the knowledge, wisdom, and imagination of its students to enable them to take leadership positions in efforts to improve the quality of education around the globe.Hoover Institution on War Revolution and Peace: To constantly and dynamically point the road to peace, to personal freedom, and to the safeguards of the American system.The Hoover Institution on War, Revolution and Peace, Stanford University, is a world-renowned library and archives, and a unique center of scholarship and public policy research, committed to generating ideas that define a free society.Stanford University Board of Trustees of the Leland Stanford Ju: Consists of students and faculty associated with Stanford University who learn, practice, play and compete in the sport of polo. The Club mounts both a men's and women's intercollegiate polo team, each of which competes against any of eight other collegiate teams on the west coast and twenty-five other teams across the county.KZSU Radio: Is a non-commercial station broadcasting at 90.1 megahertz on the FM band. Operations are funded mainly by Stanford student fees, and listener donations.Stanford University: A world-renowned library and archives, and a unique center of scholarship and public policy research, committed to generating ideas that define a free society. The defining principles of individual, economic and political freedom, private enterprise, andStanford University Board of Trustees of the Leland Stanford: To allow free and open inquiry in the pursuit of teaching and research,Stanford Fund: To strengthen Stanford's ability to serve students through scholarships, teaching innovations, and extracurricular activities.Stanford University - School of Education: To allow alumni and friends to make annual unrestricted gifts to the school.Stanford University: To develop the knowledge, wisdom, and imagination of its students to enable them to take leadership positions in efforts to improve the quality of education around the globe.Hoover Institution on War Revolution and Peace: To constantly and dynamically point the road to peace, to personal freedom, and to the safeguards of the American system.The Hoover Institution on War, Revolution and Peace, Stanford University, is a world-renowned library and archives, and a unique center of scholarship and public policy research, committed to generating ideas that define a free society.Stanford University Board of Trustees of the Leland Stanford Ju: Consists of students and faculty associated with Stanford University who learn, practice, play and compete in the sport of polo. The Club mounts both a men's and women's intercollegiate polo team, each of which competes against any of eight other collegiate teams on the west coast and twenty-five other teams across the county.KZSU Radio: Is a non-commercial station broadcasting at 90.1 megahertz on the FM band. Operations are funded mainly by Stanford student fees, and listener donations.Stanford University: A world-renowned library and archives, and a unique center of scholarship and public policy research, committed to generating ideas that define a free society. The defining principles of individual, economic and political freedom, private enterprise, andStanford University Board of Trustees of the Leland Stanford: To allow free and open inquiry in the pursuit of teaching and research,Stanford Fund: To strengthen Stanford's ability to serve students through scholarships, teaching innovations, and extracurricular activities.Asian Liver Center at Stanford University: To globally spread awareness about hepatitis B and liver cancer.Stanford University School of Engineering: To develop the knowledge, wisdom, and imagination of its students to enable them to take leadership positions in efforts to improve the quality of education around the globe.Stanford School of Engineering: To develop the knowledge, wisdom, and imagination of its students to enable them to take leadership positions in efforts to improve the quality of education around the globe.Hoover Institution on War Revolution and Peace: To constantly and dynamically pStanford University Humanities and Science Graduate Fund: Dedicated to the highest levels of excellence in the cultivation of learning and the creation of knowledge across a broad spectrum of intellectual disciplines.Stanford University Medical Center: To develop the knowledge, wisdom, and imagination of its students to enable them to take leadership positions in efforts to improve the quality of education around the globe.
Orlando Health Foundation Inc|592244943|Approved|3160 Southgate Commerce Boulevard, Suite 50|Orlando|FL|32806|Mr. Christopher Miller|Chief Financial Officer|(321) 841-5194|(401) 425-8545|http://www.orlandohealthfoundation.com|Human Services|Dedicated to improving the health and quality of life of the individuals and communities we serve.
Washington Council of the Blind|237297653|Approved|P. O. Box 5350|LYNNWWOOD|WA|98046|Miss Michelle Nelson|Fundraising Administrator|425-778-0166|(425) 778-8086|http://www.wcbinfo.org/|Human Services|Provide a forum for the free exchange of ideas, opinions, and information relating to matters of concern to the blind and visually impaired.Washington Council Of The Blind: To gain equality, independence and opportunity for every blind citizen, not only in employment, but also in the right to participate fully in all aspects of our community. We strive to increase public awareness about blindness--what it is and what it is not.Washington Council of the Blind: Provide a forum for the free exchange of ideas, opinions, and information relating to matters of concern to the blind and visually impaired.
Middle East Media and Research Institute Inc|522068483|Approved|1819 L Street, NW|Washington|DC|20036|Mr. Steve Dettorre|Director of Government Affairs|(202) 955-9070|(202) 955-9077|http://www.memri.org/|Civic|To study and analyze intellectual developments and politics in the Middle East and the Arab-Israeli conflict, with a particular emphasis on its Israeli-Palestinian dimension.
Meredith Mathews East Madison YMCA|910482710|Approved|1700- 23rd Avenue|Seattle|WA|98122|Miss Sok In|Accounting Coordinator|(206) 322-6969|(206) 322-6868|www.seattleymca.org/|Human Services|Building a community where all people, especially the young, are encouraged to develop their fullest potential in spirit, mind and body.
Disabled Sports USA|942938093|Approved|PO Box 1884|Durango|CO|81301|Mr. Tim Kroes|Executive Director|(970) 259-0374|(970) 259-2175|http://www.dsusa.org/|Human Services|To enrich and transform the lives of people with disabilities through sports.
Presbyterian Church In America - Deacon's Fund|311409373|Approved|North Cincinnati Community Church|Mason|OH|45040|Mrs. Kathy Toth|Bookkeeper|(513) 229-0190|(513) 229-8212|http://www.northcincy.org/|Civic|Eligible Designations: Deacon's Fund;
Panama City Rescue Mission, Inc.|591580961|Approved|PO Box 2359|Panama City|FL|32402|Mr. Thurman Chambers|Chief Executive Officer|(850) 769-0783|(850) 763-0099|www.pcrmission.org/|Civic|To provide an environment where the compassion and love of Jesus Christ can empower people to overcome and prevent life's adversities.
Lifenets International Inc|352083120|Approved|1227 Woodchase Trail|Batavia|OH|45103|Miss Cathy McClure|Treasurer|513 201-8850|317 536-3388|http://www.lifenets.org/|Human Services|To develop programs offering practical assistance that promote the well being and self sufficiency of needy people throughout the world.
Washington Middle School for Girls|522031849|Approved|2683 Douglass Road SE|Washington|DC|20020|Ms. Susan Rockwell|Special Asst. to Head of School and Development|(202) 678-1113|(202) 678-1114|www.washingtonmiddleschoolforgirls.org/|Education|To provide a caring and safe environment for young girls who are living in an under-served urban area and are at risk of leaving school prematurely. The Washington Middle School for Girls offers a solid and holistic education in the Catholic educational tradition, featuring intellectual challenge, respect for diversity, and support for the spiritual, social and emotional growth of each student.
Hope and Home|841467476|Approved|4945 N 30th St|Colorado Springs|CO|80919|Samantha McKee|Director of Finance|(719) 575-9887|(719) 575-0553|www.hopeandhome.org|Human Services|To provide nondenominational Christian charity, Hope & Home trains and actively supports foster families who feel compelled by Christâ¬"s command to take care of â¬Sthe least of these.â¬?
Parkinsons Institute|943061594|Approved|675 Almanor Avenue|Sunnyvale|CA|94085|Ms. Enid Zimmerman|Development Assistant|(408) 734-2800|(408) 734-8522|www.thepi.org|Human Services|To find the cause and cure for these disorders, to investigate better treatment and diagnostic tools, and to develop prevention strategies.
Huntsman Cancer Institute|876000525|Approved|540 Arapeen Drive, Suite 250|Salt Lake City|UT|84108|Ms. Kirsten Dorius|Manager, Gift Processing|(801)581-3720|(801)585-5132|giving.utah.edu|Human Services|Gives a reason to hope to cancer patients and their families around the world and is dedicated to funding cancer research, cancer treatment and education programs, research and patient-care facilities, and to ensuring excellence in these endeavors through the development and prudent stewardship of private resources.
San Gabriel Christian School|951727664|Approved|117 North Pine Street|San Gabriel|CA|91775|Mrs. Kristen Halverson|Development Director|(626) 287-0486|(626) 287-0628|www.sgucandcs.org/|Education Priv (K-12)|To the educating, guiding and loving each of our students. It is toward this purpose that good facilities are provided, modern education techniques and programs are used, and a staff of godly, professionally qualified, credentialed teachers are dedicated.
Ferris State University|386005159|Approved|420 Oak Street|Big Rapids|MI|49307|Mrs. Sheryl Erbes|Gift Processor|(213) 591-3815|(231) 591-5299|www.ferris.edu|Education|To prepare students for successful careers, responsible citizenship, and lifelong learning, through partnerships and career-oriented, broad-based education.
Nathan Adelson Hospice|880161009|Approved|4131 Swenson Street|Las Vegas|NV|89119|Ms. Kathryn Bonello|Manager of Major Gifts|(702) 733-0320|(702) 938-3906|www.nah.org|Human Services|To be a friend to the terminally ill and their families who are concerned with quality of life and compassionate support.
Americans for Unfpa Inc|133996346|Approved|370 Lexington Avenue|New York|NY|10017|Ms. Tanitra Partivit|Office Manager|(646) 649-9105|(646) 649-9139|http://www.americansforunfpa.org|Civic|To developing countries, countries with economies in transition and other countries at their request to help them address reproductive health and population issues, and raises awareness of these issues in all countries, as it has since its inception.
OneWorld Now|943213100|Approved|220 2nd Ave S|Seattle|WA|98104|Alex Zegrea|Mr.|(206) 223-7703|(206) 223-0371|www.oneworldnow.org/|Civic|To provide an innovative and comprehensive global leadership program to cultivate America's next generation of global leaders that reflect our multicultural world and promote global peace through education and understanding.
Habonim Dror Foundation, Inc.|113301957|Approved|114 W 26th Street|New York|NY|10001|Mr. Hiam Simon|National Director|(646) 486-1689|(212) 929-3459|http://www.habonimdrorfoundation.org/hdf/|Civic|To build a personal bond and commitment between North American Jewish Youth and the State of Israel.  To create young Jewish leaders who will actualize the principles of social justice, equality, peace and coexistence in Israel and North America.
Temple De Hirsch Sinai - Homeless Shelter|910437430|Approved|1511 East Pike Street|Seattle|WA|98122|Mr. Stephen Kepher|Development Director|(206) 325-2711|(206) 324-6772|www.tdhs-nw.org|Human Services|Homeless Shelter - To provide shelter for several hundred homeless people in the Puget Sound area.
The 100 Club|741509204|Approved|5555 San Felipe St|Houston|TX|77056|John Cortinas|Mr.|(713) 952-0100|(713) 952-0181|www.the100club.com/pg3.html|Civic|To provide financial assistance to dependents of peace officers who lose their lives in the line of duty.  To provide life protecting equipment which cannot be secured through regular channel, and to provide law enforcement officers with educational and life perserving programs.
Worcester Polytechnic Institute|42121659|Approved|100 Institute Road|Worcester|MA|01609-2280|Miss Kathy Kuhlwein|Operations Manager, Development Services|508-831-6740|508-831-6740|http://www.wpi.edu|Education|Page 166 Higher Ed DirectorySchool Accredited.  Initial Data LoadPage 166 Higher Ed DirectoryPage 166 Higher Ed DirectoryMr. David R. Beers is the new signer, replacing Robert G. Dietrich.  Letter was sent from org. 7/31/96 .
Humane Society at Happypaws Farm|912005526|Approved|8304 Wayne Avenue|Stanwood|WA|98292|Ms. Linda Hunter|Executive Director|(360) 652-5844|(360) 652-4252|http://www.saveourdogs.com/|Civic|Envisions a world in which people satisfy the physical and emotional needs of domestic animals, protect wild animals and their environments; and change their relationships with other animals, evolving from exploitation and harm to respect and compassion.
Vishwa Nirmala Dharma|330240163|Approved|PO Box 830709|Richardson|TX|75083-0709|Mrs. Radhana Trust-Bolack|Representative|(972) 231-1044|(805) 523-1993|www.sahajayoga.org|Civic|To establish inner peace and balance at the individual and collective level through the teachings of Shri Mataji Nirmala Devi and to teach the general public, in several different languages, about meditation.  Through the art of meditation (Sahaja Yoga), brings balance into our communities and the society.
Halo Trust USA Inc|522158152|Approved|1730 Rhode Island Ave NW|Washington|DC|20036|Mr. Kurt Chesko|Vice President|(202) 331-1266|(202) 331-1277|www.halousa.org|Environment|Getting mines out of the ground, now.
The Algebra Project Inc|223137788|Approved|99 Bishop Allen Dr|Cambridge|MA|02139-0000|Mr. Benjamin Moynihan|Director of Operations|(617) 491-0200|(617) 491-0499|http://www.algebra.org/|Human Services|The Algebra Project is a national mathematics literacy effort aimed at helping low income students and students of color--particularly African American and Latino/a students--successfully achieve mathematical skills that are a prerequisite for a college preparatory mathematics sequence in high school full citizenship in today's technological society.
American Cancer Society|237040934|Approved|1004  North Juniata Street|Hollidaysburg|PA|16648|Ms. Amber Marty|Administrative Assistant|(814) 266-8744|(814) 266-7754|www.cancer.org|Human Services|To be dedicated to eliminating cancer as a major health problem by preventing cancer, saving lives, and diminishing suffering from cancer, through research, education, advocacy, and service.
Salvation Army|580660607|Approved|Greater Metroplex Area Committee|Dallas|TX|75235|Ms. Kerry Duraso|Donor Services Manager|(214) 424-7100|(214) 905-3399|http://www.salvationarmydallas.org/|Human Services|To preach the Gospel of Jesus Christ and to meet human needs in His name without discrimination.
Toledo Museum of Art|344434678|Approved|P.O. Box 1013|Toledo|OH|43697|Mrs. Karen Warren|Finance Assistant|(419) 255-8000|(419) 254-5094|http://www.toledomuseum.org/|Arts & Culture|Through our collection and programs, we strive to integrate art into the lives of people.
Bay Area Discovery Museum|680033227|Approved|557 McReynolds Road|Sausalito|CA|94965|Greg Medley|Database Administrator|(415) 289-7263|(415) 332-9671|www.badm.org|Arts & Culture|To engage, delight and educate children through exploration of and connection with the local environment and the diverse communities that live here.
Leukemia & Lymphoma Society, Inc|135644916|Approved|200 South Park Road|Hollywood|FL|33021|Ms. Maria Herrera|Office Manager|(954) 744-5300|(954) 744-5301|www.leukemia-lymphoma.org|Human Services|To find cures for all blood-related cancers.
Seaview Heights PTA Edmonds Council 7 2 105|911347330|Approved|8426 188th Street SW|Edmonds|WA|98026|Miss Leslie Anderson|Treasurer|(425) 431-7383|(425) 431-7389|http://seaviewpta.weebly.com|Education|Seaview is a community school that nurtures children, encourages responsible citizenship and inspires lifelong learning in an environment of mutual respect.
